class name,time,location,instructors,dates,campus
SPC 2608 - Public Speaking,TuTh 10:00AM - 1:20PM,Ocean Bank Convoc Center 117,Aaron Shapiro,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SPC 2608 - Public Speaking,TuTh 10:00AM - 1:20PM,Paul Cejas Architecture 167,Gabby Portela,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SPC 2608 - Public Speaking,TuTh 10:00AM - 1:20PM,Green Library 137,Emmett Young,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SPC 2608 - Public Speaking,MoWe 1:30PM - 4:50PM,"Comp, Arts, Sci & Educat 143",Raquel Wilmot,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SPC 2608 - Public Speaking,MoWe 8:15AM - 9:50AM,Charles E. Perry (PC) 416,Eric Isaac,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
SPC 3540 - Persuasion,TuTh 1:30PM - 4:50PM,Charles E. Perry (PC) 211,Aaron Shapiro,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
SPC 3602 - Advanced Public Speaking,TuTh 1:30PM - 4:50PM,Ocean Bank Convoc Center 121,William Parsons,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SPC 5066 - Presentation Skills for Architects,We 9:00AM - 12:00PM,Charles E. Perry (PC) 426,Jessica Delgado,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
SPC 5066 - Presentation Skills for Architects,We 9:00AM - 12:00PM,Charles E. Perry (PC) 432,Jessica Delgado,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
BCN 2210 - Construction Materials and Methods,Mo 6:45PM - 10:05PM,Engineering Center 1109,Gregory Burdine-Coakley,05/06/2024 - 07/26/2024,Engineering Center
BCN 2253 - Building Construction Drawing,Tu 6:45PM - 10:05PM,Engineering Center 2840,Anaxor (Ani) Padron,05/06/2024 - 07/26/2024,Engineering Center
BCN 3443 - Introduction to the Concrete Industry,Mo 3:15PM - 6:35PM,Engineering Center 1114,Francisco Suarez,05/06/2024 - 07/26/2024,Engineering Center
BCN 3727 - Construction Sitework and Equipment,Mo 6:45PM - 10:05PM,Engineering Center 1104,Danny Garcia,05/06/2024 - 07/26/2024,Engineering Center
BCN 3730 - Construction Safety,Mo 6:45PM - 10:05PM,Engineering Center 1112,Brent Huffman,05/06/2024 - 07/26/2024,Engineering Center
BCN 3740 - Legal Aspects,TuTh 6:45PM - 10:05PM,Engineering Center 1115,Nestor Bustamante,06/17/2024 - 07/26/2024,Engineering Center
BCN 4465 - Temp Structures,Th 6:45PM - 10:05PM,Engineering Center 1113,Ilya Liberman,05/06/2024 - 07/26/2024,Engineering Center
BCN 4724 - Scheduling II,We 6:45PM - 10:05PM,Engineering Center 3239,"Ayman Morad,",05/06/2024 - 07/26/2024,Engineering Center
BCN 4910 - Senior Project,Mo 6:45PM - 10:05PM,Engineering Center 2840,Wallied Orabi,05/06/2024 - 07/26/2024,Engineering Center
BCN 5406 - Principles of Building Structures for Construction Management,We 6:45PM - 10:05PM,Engineering Center 1109,Alfredo Ravinet,05/06/2024 - 07/26/2024,Engineering Center
BCN 5735 - Hazardous Materials and Waste in Construction,Tu 6:45PM - 10:05PM,Engineering Center 1110,Brent Huffman,05/06/2024 - 07/26/2024,Engineering Center
BCN 5738 - Construction Safety Management,Mo 6:45PM - 10:05PM,Engineering Center 1112,Brent Huffman,05/06/2024 - 07/26/2024,Engineering Center
BCN 5746 - Construction Legal Environment,TuTh 6:45PM - 10:05PM,Engineering Center 1115,Nestor Bustamante,06/17/2024 - 07/26/2024,Engineering Center
EDF 6211 - Psychological Foundations of Education,Mo 5:00PM - 8:20PM,Charles E. Perry (PC) 443,Maria Arguelles,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
EDF 6472 - Research Methods in Education: Introduction to Data Analysis,MoWe 5:00PM - 8:20PM,Graham Center 275A,Tiberio Garza,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
MHS 5400 - Counseling Skills and Techniques,Mo 5:00PM - 7:40PM,Charles E. Perry (PC) 441,Christopher Cheung,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
MHS 6411 - Counseling and Consultation in Community Settings,Tu 5:00PM - 8:20PM,Charles E. Perry (PC) 443,Alison Davis,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
MHS 6411 - Counseling and Consultation in Community Settings,Th 5:00PM - 8:20PM,Charles E. Perry (PC) 425,Alison Davis,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
MHS 6450C - Substance Abuse Counseling,We 5:00PM - 7:40PM,Charles E. Perry (PC) 425,Alena Prikhidko,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
MHS 6800 - Advanced Practicum in Counseling,We 4:00PM - 7:40PM,Ziff Education Bldg 145,"Porshia Cunningham,",05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
MHS 6800 - Advanced Practicum in Counseling,We 4:00PM - 7:40PM,Ziff Education Bldg 145,"Porshia Cunningham,",05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
MHS 6800 - Advanced Practicum in Counseling,We 4:00PM - 7:40PM,Graham Center 272,"Christopher Cheung,",05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
MHS 6820 - Supervised Field Experience in Counseling,We 5:00PM - 7:40PM,Charles E. Perry (PC) 331,"Valerie Dixon,",05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
RCS 6801 - Advanced Practicum in Counseling and Consultation,We 5:00PM - 7:40PM,Charles E. Perry (PC) 331,"Valerie Dixon,",05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
RCS 6801 - Advanced Practicum in Counseling and Consultation,We 5:00PM - 7:40PM,Charles E. Perry (PC) 331,"Valerie Dixon,",05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
SDS 6411 - Counseling Children and Adolescents,Mo 5:00PM - 7:40PM,Charles E. Perry (PC) 447,Alison Davis,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
SPM 3001 - Introduction to Sport Management,TuTh 8:15AM - 11:35AM,Parking Garage 6 114,Nicholas Smith,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SPM 3941 - Practicum in Sport and Recreation Management,Mo 11:00AM - 2:00PM,Charles E. Perry (PC) 416,Ligia Trejo,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
SPS 7195 - Child Psychopathology: Assessment and Intervention in the Schools,Mo 5:00PM - 8:20PM,College of Business Complex142,Naylet La Rochelle,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
SPS 7407 - Behavioral Intervention in the Schools,TuTh 5:00PM - 8:20PM,Charles E. Perry (PC) 331,Aniva Lumpkins,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
CCJ 2020 - Introduction to Criminal Justice,Tu 5:00PM - 6:35PM,Green Library 100A,Maria Saavedra,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
CCJ 3628 - Homicide,Fr 1:30PM - 4:50PM,Green Library 100A,Bill Press,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
CCJ 3651 - Drugs and Crime,We 10:00AM - 1:20PM,SCH. INTER.&PUBLIC AFFAIRS 220,Andrew Cofino,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
CCJ 3666 - Victimology,Mo 10:00AM - 1:20PM,Green Library 100A,Rafael Rodriguez,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
CCJ 4361 - Death Penalty,Tu 10:00AM - 1:30PM,Green Library 100A,Oscar Vigoa,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
CCJ 4497 - Senior Capstone in Criminal Justice,Tu 1:30PM - 4:50PM,Green Library 100B,Tim Goddard,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
CCJ 4694 - Human Trafficking,Th 5:00PM - 8:20PM,Green Library 100A,"Maria Saavedra,",06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
CCJ 4700 - Research Methods and Analysis,Th 1:30PM - 4:50PM,Green Library 100B,Olga Vega,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
CJE 3001 - Professional Development in Criminal Justice,We 1:30PM - 4:50PM,Green Library 100A,Rosa Chang,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
CJE 3444 - Security and Crime Science,Th 10:00AM - 1:20PM,Green Library 100A,Salvador Rivas,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
CJL 4064 - Criminal Justice and the Constitution,Mo 5:00PM - 8:20PM,Green Library 100A,Alfredo Izaguirre,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
CJL 4133 - Criminal Evidence,Mo 1:30PM - 4:50PM,Green Library 100A,Allison Matulli,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
DSC 4012 - Terrorism and Homeland Security,We 5:00PM - 8:20PM,Green Library 100A,Ronald Morales,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
MAC 1105 - College Algebra,MoFr 10:00AM - 11:35AM,Green Library 263,Cem Sayar,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
MAC 1105 - College Algebra,TuTh 10:00AM - 11:35AM,PG5 MARKET STATION 134,Cem Sayar,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
MAC 1105 - College Algebra,Tu 3:15PM - 4:50PM,Green Library 263,Michael Davidson Jr,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
MAC 1105 - College Algebra,Th 3:15PM - 4:50PM,PG5 MARKET STATION 134,Michael Davidson Jr,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
MAC 1147 - Pre-Calculus Algebra and Trigonometry,TuTh 10:00AM - 12:15PM,Student Acad Success Cntr 251,Umut Caglar,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
MAC 1147 - Pre-Calculus Algebra and Trigonometry,MoWe 10:00AM - 12:15PM,Student Acad Success Cntr 351,TBA .,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
MAC 1147 - Pre-Calculus Algebra and Trigonometry,TuTh 1:30PM - 3:40PM,Student Acad Success Cntr 351,Pedro Espina,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
MAC 1147 - Pre-Calculus Algebra and Trigonometry,TuTh 10:00AM - 12:15PM,Student Acad Success Cntr 351,Shivanni Jagessar,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
MAC 1147 - Pre-Calculus Algebra and Trigonometry,MoWe 1:30PM - 3:45PM,Green Library 245,Jessica Khera,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
MAC 1147 - Pre-Calculus Algebra and Trigonometry,TuTh 11:45AM - 1:55PM,Student Acad Success Cntr 202,Michael Davidson Jr,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
MAC 1907 - Pre-Calculus Algebra and Trigonometry Stretch,MoWe 10:30AM - 12:00PM,Paul Cejas Architecture 150,Shivanni Jagessar,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
MAC 1907 - Pre-Calculus Algebra and Trigonometry Stretch,MoWe 1:00PM - 3:00PM,Green Library 266,Nadeem Aslam,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
MAC 2004 - Calculus 1 Stretch,Mo 12:30PM - 2:30PM,Student Acad Success Cntr 352,Umut Caglar,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
MAC 2004 - Calculus 1 Stretch,We 12:50PM - 2:20PM,Student Acad Success Cntr 352,Umut Caglar,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
MAC 2233 - Calculus For Business,TuTh 11:45AM - 3:20PM,Student Acad Success Cntr 302,Kathleen Guy,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
MAC 2233 - Calculus For Business,TuTh 3:15PM - 4:50PM,Viertes Haus 131,Maydelin Galvez,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
MAC 2281 - Calculus I for Engineering,Mo 1:30PM - 3:40PM,Student Acad Success Cntr 251,Francisco Cala Rodriguez,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
MAC 2281 - Calculus I for Engineering,We 1:30PM - 4:40PM,Student Acad Success Cntr 251,Francisco Cala Rodriguez,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
MAC 2282 - Calculus II for Engineering,Tu 3:15PM - 5:25PM,Academic Health Center 5 212A,Xiaosheng Li,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
MAC 2282 - Calculus II for Engineering,Th 3:15PM - 6:25PM,Academic Health Center 5 212A,Xiaosheng Li,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
MAC 2311 - Calculus I,MoTuWeTh 3:15PM - 5:25PM,Student Acad Success Cntr 202,Akorede Oluwo,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
MAC 2311 - Calculus I,MoTuWeTh 1:35PM - 3:45PM,Green Library 139,Jorge Hernandez,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
MAC 2311 - Calculus I,TuTh 5:00PM - 7:10PM,Student Acad Success Cntr 251,"Francisco Reyes,",05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
MAC 2311 - Calculus I,MoTuWeTh 10:00AM - 12:15PM,Student Acad Success Cntr 352,Akorede Oluwo,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
MAC 2312 - Calculus II,MoTuWeTh 10:00AM - 12:10PM,Charles E. Perry (PC) 213,Walter Carballosa Torres,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
MAC 2312 - Calculus II,MoTuWeTh 3:15PM - 5:25PM,Green Library 245,Walter Carballosa Torres,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
MAC 2312 - Calculus II,MoTuWeTh 11:45AM - 1:55PM,Student Acad Success Cntr 352,Anna Wlodarczyk,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
MAC 2312 - Calculus II,MoWe 8:15AM - 10:25AM,Green Library 132,Domitila Fox,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
MGF 1106 - Finite Mathematics,MoWe 10:00AM - 11:40AM,Green Library 245,Crhistian Urbina,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
MGF 1107 - The Mathematics of Social Choice and Decision Making,MoWe 11:45AM - 1:25PM,Student Acad Success Cntr 202,Nadeem Aslam,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
ISM 3011 - Information Systems Management,Th 6:30PM - 9:50PM,Ryder Business 150,Edward Duran,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
ISM 3011 - Information Systems Management,Tu 6:30PM - 9:50PM,Ryder Business 170,Edward Duran,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
ISM 3011 - Information Systems Management,Mo 6:15PM - 9:35PM,Green Library 139,Andres Rodriguez-Diaz,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
ISM 4151 - Managing Digital Services and Innovation,TuTh 6:30PM - 9:50PM,Deuxieme Maison 100,Andres Rodriguez-Diaz,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
ISM 4210 - Database Applications,Mo 5:00PM - 8:20PM,Ryder Business 170,Nicole Wishart,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
ISM 4211 - Database Systems and Physical Design,Tu 2:00PM - 5:20PM,College of Business Complex151,Silvia Elaluf-Calderwood,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
ISM 4314 - Project Management,We 6:15PM - 9:55PM,Ryder Business 170,Wayne Cole,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
ISM 4402 - Business Intelligence and Reporting,Tu 6:30PM - 10:00PM,Ryder Business 150,Nicole Wishart,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
ISM 4420 - Business Analytics,MoWe 6:30PM - 9:50PM,Green Library 132,Andres Arias,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
QMB 3003 - Quantitative Business Foundations,Tu 2:40PM - 6:00PM,Ryder Business 170,Carrie Sanchez,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
QMB 3200 - Business Statistics and Analysis I,Tu 6:30PM - 9:50PM,College of Business Complex252,Carrie Sanchez,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
QMB 3200 - Business Statistics and Analysis I,MoWe 6:30PM - 9:50PM,Ryder Business 150,Maria Diaz Campo,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
QMB 3200 - Business Statistics and Analysis I,We 6:30PM - 9:50PM,Ryder Business 150,Gladys Simpson,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
QMB 3200 - Business Statistics and Analysis I,Mo 6:30PM - 9:50PM,College of Business Complex252,Arman Ghafoori,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
QMB 3200 - Business Statistics and Analysis I,MoWe 6:30PM - 9:50PM,College of Business Complex151,Yusi Ma,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
QMB 4680 - Business Statistics and Analysis II,MoWe 6:30PM - 9:50PM,College of Business Complex140,Steven Ellis,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
QMB 4680 - Business Statistics and Analysis II,TuTh 6:30PM - 9:50PM,College of Business Complex252,Ziyang Zhang,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
QMB 4680 - Business Statistics and Analysis II,MoWe 2:00PM - 5:20PM,College of Business Complex252,Gladys Simpson,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
QMB 4680 - Business Statistics and Analysis II,TuTh 6:15PM - 9:35PM,Charles E. Perry (PC) 424,Steven Ellis,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
FIN 3403 - Financial Management,TuTh 10:00AM - 1:20PM,Ryder Business 130,David Koslowsky,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
FIN 3403 - Financial Management,MoWe 5:00PM - 8:20PM,Mgmt and New Growth Opp 222,Flavio Carrillo,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
FIN 3414 - Intermediate Finance,MoWe 11:45AM - 3:05PM,Academic Health Center 3 - 214,Ali Gungoraydinoglu,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
FIN 4303 - Financial Markets and Institutions,TuTh 5:00PM - 8:20PM,Green Library 139,Marcos Kerbel,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
FIN 4324 - Commercial Bank Management,TuTh 5:00PM - 8:20PM,Ryder Business 140,Marcos Kerbel,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
FIN 4486 - Financial Risk Management-Financial Engineering,MoWe 11:45AM - 3:05PM,College of Business Complex254,Robinson Reyes Pena,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
FIN 4502 - Securities Analysis,MoWe 5:00PM - 8:20PM,Mgmt and New Growth Opp 220,Yu Hu,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
FIN 4604 - International Financial Management,TuTh 10:00AM - 1:20PM,College of Business Complex254,Anastasios Moysidis,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
DIE 3005 - Orientation to Dietetics,We 2:00PM - 4:45PM,PG5 MARKET STATION 134,Tania Rivera,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
DIE 3434 - Nutrition Education,Th 9:30AM - 12:30PM,Academic Health Center 3 - 205,Tania Rivera,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
DIE 3434L - Nutrition Education Laboratory,Tu 11:00AM - 1:45PM,Charles E. Perry (PC) 432,Tania Rivera,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
DIE 6937 - Graduate Seminar in Dietetics and Nutrition,We 5:00PM - 6:35PM,Charles E. Perry (PC) 214,Jacqueline Hernandez,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
DIE 6946 - Advanced Supervised Dietetics Practice I,TBA,No Room Needed,"Shayne Robinson,",04/22/2024 - 05/05/2024,Modesto A. Maidique Campus
DIE 6946 - Advanced Supervised Dietetics Practice I,Fr 10:00AM - 2:00PM,Academic Health Center 4 -202,Evelyn Enrione,05/06/2024 - 08/23/2024,Modesto A. Maidique Campus
DIE 6947 - Advanced Supervised Dietetics Practice II,Fr 10:00AM - 2:00PM,Academic Health Center 4 -302,"Evelyn Enrione,",05/06/2024 - 08/23/2024,Modesto A. Maidique Campus
FOS 3021 - Fundamentals Of Food,We 9:30AM - 11:05AM,Academic Health Center 5 201,Tania Rivera,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
FOS 3021L - Fundamentals of Food Laboratory,Tu 2:00PM - 4:45PM,Academic Health Center 5 133,Tania Rivera,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
FOS 4041 - Food Science,Tu 8:55AM - 10:40AM,Viertes Haus 131,Sabrina Martinez,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
FOS 4041L - Food Science Laboratory,Mo 5:00PM - 7:45PM,Academic Health Center 5 133,Preciosa Martinez Leon,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
FOS 4041L - Food Science Laboratory,Th 5:00PM - 7:45PM,Academic Health Center 5 133,Preciosa Martinez Leon,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
HUN 2000 - Foundations of Nutrition Science,MoWe 8:15AM - 11:35AM,Academic Health Center 3 - 214,Nicole Vitale,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
HUN 2000L - Foundations of Nutrition Science Laboratory,MoWe 12:30PM - 3:15PM,Academic Health Center 5 131,Vijaya Narayanan,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
HUN 2000L - Foundations of Nutrition Science Laboratory,MoWe 9:30AM - 12:15PM,Academic Health Center 5 131,Vijaya Narayanan,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
HUN 2000L - Foundations of Nutrition Science Laboratory,MoWe 3:30PM - 6:15PM,Academic Health Center 5 131,Vijaya Narayanan,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
HUN 2000L - Foundations of Nutrition Science Laboratory,MoWe 12:30PM - 3:15PM,Academic Health Center 5 131,Vijaya Narayanan,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
HUN 2000L - Foundations of Nutrition Science Laboratory,MoWe 3:30PM - 6:15PM,Academic Health Center 5 131,Vijaya Narayanan,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
HUN 4403 - Life Cycle Nutrition,MoWe 5:00PM - 7:40PM,Academic Health Center 4 -101,Nicole Vitale,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
HUN 6327 - Proteins,Tu 5:00PM - 7:40PM,Academic Health Center 4 -101,Juan Liuzzi,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
ESC 1000 - Introduction to Earth Sciences,TuTh 1:30PM - 4:50PM,Charles E. Perry (PC) 310,Neptune Srimal,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
ESC 1000 - Introduction to Earth Sciences,MoWe 1:30PM - 4:50PM,Chem & Physics 145,Tatiana Gaona Narvaez,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
ESC 1000L - Introduction to Earth Sciences Lab,TuTh 10:00AM - 1:20PM,Charles E. Perry (PC) 448,"Kuppusamy Panneerselvam,",05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
ESC 1000L - Introduction to Earth Sciences Lab,MoWe 10:00AM - 1:20PM,Charles E. Perry (PC) 448,"Kuppusamy Panneerselvam,",06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
ESC 1000L - Introduction to Earth Sciences Lab,TuTh 5:00PM - 8:20PM,Charles E. Perry (PC) 448,"Kuppusamy Panneerselvam,",05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
ESC 1000L - Introduction to Earth Sciences Lab,MoWe 5:00PM - 8:20PM,Charles E. Perry (PC) 448,"Kuppusamy Panneerselvam,",06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
ESC 1000L - Introduction to Earth Sciences Lab,TuTh 10:00AM - 1:20PM,Charles E. Perry (PC) 328,"Kuppusamy Panneerselvam,",05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
ESC 1000L - Introduction to Earth Sciences Lab,MoWe 10:00AM - 1:20PM,Charles E. Perry (PC) 328,"Kuppusamy Panneerselvam,",06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
EVR 1001 - Introduction to Environmental Science,TuTh 1:30PM - 4:50PM,Student Acad Success Cntr 352,Kateel Shetty,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
EVR 1001 - Introduction to Environmental Science,TuTh 1:30PM - 4:50PM,Parking Garage 6 112,Rodolfo Rego,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
EVR 1001L - Introduction to Environmental Science Lab,TuTh 10:00AM - 1:20PM,Owa Ehan 161,"Seema Sah Prasad,",05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
EVR 1001L - Introduction to Environmental Science Lab,TuTh 10:00AM - 1:20PM,Owa Ehan 161,"Seema Sah Prasad,",06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
EVR 1001L - Introduction to Environmental Science Lab,TuTh 5:00PM - 8:20PM,Owa Ehan 161,"Seema Sah Prasad,",05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
EVR 1001L - Introduction to Environmental Science Lab,TuTh 5:00PM - 8:20PM,Owa Ehan 161,"Seema Sah Prasad,",06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
EVR 1001L - Introduction to Environmental Science Lab,TuTh 10:00AM - 1:20PM,"Comp, Arts, Sci & Educat 165","Seema Sah Prasad,",05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
EVR 1001L - Introduction to Environmental Science Lab,TuTh 10:00AM - 1:20PM,"Comp, Arts, Sci & Educat 165","Seema Sah Prasad,",06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
EVR 1001L - Introduction to Environmental Science Lab,TuTh 5:00PM - 8:20PM,"Comp, Arts, Sci & Educat 165","Seema Sah Prasad,",05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
EVR 1001L - Introduction to Environmental Science Lab,TuTh 5:00PM - 8:20PM,"Comp, Arts, Sci & Educat 165","Seema Sah Prasad,",06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
EVR 3013 - Ecology of South Florida,TuTh 1:30PM - 4:50PM,Parking Garage 6 112,James Riach,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
ECO 2013 - Principles of Macroeconomics,MoWe 11:45AM - 1:20PM,Ryder Business 130,Jaime Medina,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
ECO 2013 - Principles of Macroeconomics,MoWe 10:00AM - 1:20PM,Green Library 100B,Antonio Merino Merino,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
ECO 2013 - Principles of Macroeconomics,MoWe 10:00AM - 1:20PM,Ryder Business 140,Edith Sallah,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
ECO 2023 - Principles of Microeconomics,MoWe 10:00AM - 1:20PM,Deuxieme Maison 110,Sandy Noboa Lindao,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
ECO 2023 - Principles of Microeconomics,MoWe 10:00AM - 1:20PM,PG5 MARKET STATION 134,Swati Sharma,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
ECO 3223 - Money and Banking,TuTh 10:00AM - 1:20PM,Charles E. Perry (PC) 211,Jose Lopez Calleja,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
ECO 4903 - Undergraduate Seminar,MoWe 10:00AM - 1:20PM,Graham Center 275A,Ji Gu,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
ECO 4934 - Special Topics,TuTh 10:00AM - 1:20PM,Deuxieme Maison 194,Norihiko Matsuda,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
EDA 6232 - School Law,Th 5:00PM - 10:30PM,Charles E. Perry (PC) 445,Jennifer Murray,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
